Bucket,Key,Last Modified,Size (bytes)
files-private.formstack.com,uploads/5583131/157401092/1183167570/157401092_1664532157527.pdf,2024-01-12T07:43:45+00:00,21187
files-private.formstack.com,uploads/5583131/157401092/1183179818/157401092_1664532157527.pdf,2024-01-12T08:48:33+00:00,21187
files-private.formstack.com,uploads/5583131/157401092/1183182275/157401092_1664532157527.pdf,2024-01-12T08:58:40+00:00,21187
files-private.formstack.com,uploads/5583131/157401092/1186836007/157401092_1664532157527.pdf,2024-01-23T06:35:33+00:00,21187
files-private.formstack.com,uploads/5583131/157401092/1186853459/157401092_sample_doc.pdf,2024-01-23T09:10:23+00:00,14000
files-private.formstack.com,uploads/5583131/157401092/1186853916/157401092_sample_doc.pdf,2024-01-23T09:13:26+00:00,14000
files-private.formstack.com,uploads/5583131/157401092/1187223389/157401092_1664532157527.pdf,2024-01-24T03:42:26+00:00,21187
files-private.formstack.com,uploads/5583131/157401092/1188035949/157401092_sample_doc.pdf,2024-01-26T09:29:02+00:00,14000
files-private.formstack.com,uploads/5583131/157401092/1189190579/157401092_sample_doc.pdf,2024-01-30T08:29:02+00:00,14000
files-private.formstack.com,uploads/5583131/157401092/1190405633/157401092_1664532157527.pdf,2024-02-02T07:33:18+00:00,21187
files-private.formstack.com,uploads/5583131/157401092/1194381169/157401092_dhcf_pdf_sample.pdf,2024-02-14T09:12:05+00:00,13976
files-private.formstack.com,uploads/5583131/157401092/1195856957/157401092_1664532157527.pdf,2024-02-19T03:10:14+00:00,21187
files-private.formstack.com,uploads/5583131/157401092/1196191114/157401092_love_21_company_registry_number_2024_-_lok_yan_kenneth_chan.pdf,2024-02-20T02:45:18+00:00,506099
files-private.formstack.com,uploads/5583131/157401092/1196194461/157401092_ghana_fafali_reg_cert_-_fafali_organization.pdf,2024-02-20T03:03:31+00:00,2006061
files-private.formstack.com,uploads/5583131/157401092/1198721413/157401092_tfsg_-_crm_demo.docx,2024-02-27T08:42:26+00:00,19236
files-private.formstack.com,uploads/5583131/157404468/1183167570/157404468_1664532157527.pdf,2024-01-12T07:43:45+00:00,21187
files-private.formstack.com,uploads/5583131/157404468/1183179818/157404468_1664532157527.pdf,2024-01-12T08:48:33+00:00,21187
files-private.formstack.com,uploads/5583131/157404468/1183182275/157404468_1664532157527.pdf,2024-01-12T08:58:40+00:00,21187
files-private.formstack.com,uploads/5583131/157404468/1186836007/157404468_1664532157527.pdf,2024-01-23T06:35:33+00:00,21187
files-private.formstack.com,uploads/5583131/157404468/1186853459/157404468_sample_doc.pdf,2024-01-23T09:10:23+00:00,14000
files-private.formstack.com,uploads/5583131/157404468/1186853916/157404468_sample_doc.pdf,2024-01-23T09:13:26+00:00,14000
files-private.formstack.com,uploads/5583131/157404468/1187223389/157404468_1664532157527.pdf,2024-01-24T03:42:26+00:00,21187
files-private.formstack.com,uploads/5583131/157404468/1188035949/157404468_sample_doc.pdf,2024-01-26T09:29:02+00:00,14000
files-private.formstack.com,uploads/5583131/157404468/1189190579/157404468_sample_doc.pdf,2024-01-30T08:29:02+00:00,14000
files-private.formstack.com,uploads/5583131/157404468/1190405633/157404468_1664532157527.pdf,2024-02-02T07:33:18+00:00,21187
files-private.formstack.com,uploads/5583131/157404468/1194381169/157404468_dhcf_pdf_sample.pdf,2024-02-14T09:12:06+00:00,13976
files-private.formstack.com,uploads/5583131/157404468/1195856957/157404468_1664532157527.pdf,2024-02-19T03:10:14+00:00,21187
files-private.formstack.com,uploads/5583131/157404468/1196191114/157404468_072_final_consolidated_gala_dinner_invite_2024_-_lok_yan_kenneth_chan.pdf,2024-02-20T02:45:20+00:00,2378229
files-private.formstack.com,uploads/5583131/157404468/1196194461/157404468_070_fafali_organization_concept_note.pdf,2024-02-20T03:03:32+00:00,505589
files-private.formstack.com,uploads/5583131/157404468/1196637378/157404468_tax_guide_for_charities.pdf,2024-02-21T09:09:20+00:00,171358
files-private.formstack.com,uploads/5583131/157404468/1198721413/157404468_floor_plan_1.pdf,2024-02-27T08:42:27+00:00,52596
files-private.formstack.com,uploads/5583131/157404791/1183167570/157404791_1664532157527.pdf,2024-01-12T07:43:45+00:00,21187
files-private.formstack.com,uploads/5583131/157404791/1183179818/157404791_1664532157527.pdf,2024-01-12T08:48:34+00:00,21187
files-private.formstack.com,uploads/5583131/157404791/1183182275/157404791_1664532157527.pdf,2024-01-12T08:58:41+00:00,21187
files-private.formstack.com,uploads/5583131/157404791/1186836007/157404791_1664532157527.pdf,2024-01-23T06:35:33+00:00,21187
files-private.formstack.com,uploads/5583131/157404791/1186853459/157404791_sample_doc.pdf,2024-01-23T09:10:23+00:00,14000
files-private.formstack.com,uploads/5583131/157404791/1186853916/157404791_sample_doc.pdf,2024-01-23T09:13:26+00:00,14000
files-private.formstack.com,uploads/5583131/157404791/1187223389/157404791_1664532157527.pdf,2024-01-24T03:42:27+00:00,21187
files-private.formstack.com,uploads/5583131/157404791/1188035949/157404791_sample_doc.pdf,2024-01-26T09:29:02+00:00,14000
files-private.formstack.com,uploads/5583131/157404791/1189190579/157404791_sample_doc.pdf,2024-01-30T08:29:02+00:00,14000
files-private.formstack.com,uploads/5583131/157404791/1190405633/157404791_1664532157527.pdf,2024-02-02T07:33:18+00:00,21187
files-private.formstack.com,uploads/5583131/157404791/1194381169/157404791_dhcf_pdf_sample.pdf,2024-02-14T09:12:06+00:00,13976
files-private.formstack.com,uploads/5583131/157404791/1195856957/157404791_1664532157527.pdf,2024-02-19T03:10:15+00:00,21187
files-private.formstack.com,uploads/5583131/157404791/1196191114/157404791_donation-applicant-declaration-form_2_-_lok_yan_kenneth_chan.pdf,2024-02-20T02:45:20+00:00,1892629
files-private.formstack.com,uploads/5583131/157404791/1196194461/157404791_donation-applicant-declaration-form-fafali_1_-_fafali_organization.pdf,2024-02-20T03:03:33+00:00,2103702
files-private.formstack.com,uploads/5583131/157404791/1196637378/157404791_dhcf_donation_applicant_declaration_form.pdf,2024-02-21T09:09:20+00:00,1820881
files-private.formstack.com,uploads/5583131/157404791/1198721413/157404791_floor_plan.pdf,2024-02-27T08:42:27+00:00,52596
files-private.formstack.com,uploads/5583131/160179477/1195856957/signature_160179477.png,2024-02-19T03:10:15+00:00,5207
files-private.formstack.com,uploads/5583131/160179477/1196191114/signature_160179477.png,2024-02-20T02:45:20+00:00,10387
files-private.formstack.com,uploads/5583131/160179477/1196194461/signature_160179477.png,2024-02-20T03:03:33+00:00,12433
files-private.formstack.com,uploads/5583131/160179477/1196637378/signature_160179477.png,2024-02-21T09:09:20+00:00,8252
files-private.formstack.com,uploads/5583131/160179477/1198721413/signature_160179477.png,2024-02-27T08:42:27+00:00,25814
files-private.formstack.com,uploads/5583131/160180071/1196191114/160180071_love_21_section_88_letter_updated_2024_-_lok_yan_kenneth_chan.pdf,2024-02-20T02:45:18+00:00,721028
files-private.formstack.com,uploads/5583131/160180071/1196194461/160180071_fafali_board_memberss_-_fafali_organization.docx,2024-02-20T03:03:31+00:00,76559
files-private.formstack.com,uploads/5583131/160180071/1198721413/160180071_tfsg_-_crm_demo.docx,2024-02-27T08:42:27+00:00,19236
files-private.formstack.com,uploads/5583131/160180127/1196191114/160180127_love_21_list_of_board_members_and_organization_structure_-_lok_yan_kenneth_chan.docx,2024-02-20T02:45:18+00:00,14902
files-private.formstack.com,uploads/5583131/160180127/1196194461/160180127_fafali_board_memberss_-_fafali_organization.docx,2024-02-20T03:03:31+00:00,76559
files-private.formstack.com,uploads/5583131/160180127/1198721413/160180127_tfsg_-_crm_demo.docx,2024-02-27T08:42:27+00:00,19236
files-private.formstack.com,uploads/5583131/160180175/1196191114/160180175_love_21_ceo_coo_-_lok_yan_kenneth_chan.docx,2024-02-20T02:45:19+00:00,17282
files-private.formstack.com,uploads/5583131/160180175/1196194461/160180175_fafali_executives_-_fafali_organization.docx,2024-02-20T03:03:32+00:00,76326
files-private.formstack.com,uploads/5583131/160180175/1198721413/160180175_tfsg_-_crm_demo.docx,2024-02-27T08:42:27+00:00,19236
files-private.formstack.com,uploads/5583131/160180177/1196191114/160180177_love-21-annual-report-2022-12-10-_-_lok_yan_kenneth_chan.pdf,2024-02-20T02:45:19+00:00,16287167
files-private.formstack.com,uploads/5583131/160180177/1196194461/160180177_fafali_2022_annual_report_1_1_-_fafali_organization.pdf,2024-02-20T03:03:32+00:00,7968280
files-private.formstack.com,uploads/5583131/160180177/1198721413/160180177_tfsg_-_crm_demo.docx,2024-02-27T08:42:27+00:00,19236
files-private.formstack.com,uploads/5583131/160180183/1196191114/160180183_love_21-afs-0323-signed_-_lok_yan_kenneth_chan.pdf,2024-02-20T02:45:20+00:00,186550
files-private.formstack.com,uploads/5583131/160180183/1196194461/160180183_fafali_2021_financial_statements_final_aha_signed1_-_fafali_organization.pdf,2024-02-20T03:03:32+00:00,379107
files-private.formstack.com,uploads/5583131/160180183/1198721413/160180183_tfsg_-_crm_demo.docx,2024-02-27T08:42:27+00:00,19236
files-private.formstack.com,uploads/5583131/161205719/1294762515/signature_161205719.png,2024-12-08T15:31:06+00:00,9218
files-private.formstack.com,uploads/5583131/161205719/1299733652/signature_161205719.png,2024-12-23T22:17:28+00:00,24657
files-private.formstack.com,uploads/5583131/161205719/1300293985/signature_161205719.png,2024-12-27T09:39:15+00:00,26364
files-private.formstack.com,uploads/5583131/161205719/1301781187/signature_161205719.png,2025-01-03T07:51:22+00:00,24710
files-private.formstack.com,uploads/5583131/161205719/1302475490/signature_161205719.png,2025-01-06T04:40:28+00:00,8972
files-private.formstack.com,uploads/5583131/161205719/1302499047/signature_161205719.png,2025-01-06T09:16:09+00:00,14980
files-private.formstack.com,uploads/5583131/161205719/1305043293/signature_161205719.png,2025-01-14T08:46:55+00:00,7458
files-private.formstack.com,uploads/5583131/161205719/1305760833/signature_161205719.png,2025-01-16T04:21:05+00:00,19133
files-private.formstack.com,uploads/5583131/161205719/1307223947/signature_161205719.png,2025-01-21T04:30:22+00:00,22502
files-private.formstack.com,uploads/5583131/161205719/1313403274/signature_161205719.png,2025-02-10T03:53:13+00:00,39602
files-private.formstack.com,uploads/5583131/161205719/1313450224/signature_161205719.png,2025-02-10T10:56:45+00:00,39602
files.formstack.com,uploads/5583131/,NO ITEMS FOUND,0
files-private.formstack.com,uploads/5593268/157766455/1230799248/157766455_upload_test.pdf,2024-05-31T10:28:14+00:00,9044
files-private.formstack.com,uploads/5593268/157766455/1234578556/157766455_dhcf_test_pdf.pdf,2024-06-12T07:38:13+00:00,14171
files-private.formstack.com,uploads/5593268/157766455/1234933584/157766455_registration_-_pmaa.pdf,2024-06-13T06:50:56+00:00,208572
files-private.formstack.com,uploads/5593268/157766455/1250569029/157766455_network_diagram_stage_for_on_site.pdf,2024-08-01T10:52:06+00:00,150099
files-private.formstack.com,uploads/5593268/157766455/1255380089/157766455_testing.pdf,2024-08-15T13:24:13+00:00,33681
files-private.formstack.com,uploads/5593268/157766455/1255387513/157766455_testing.pdf,2024-08-15T13:39:07+00:00,33681
files-private.formstack.com,uploads/5593268/157766455/1255453201/157766455_dhcf_test_pdf.pdf,2024-08-15T16:02:11+00:00,14171
files-private.formstack.com,uploads/5593268/157766455/1255462323/157766455_dhcf_test_pdf.pdf,2024-08-15T16:22:07+00:00,14171
files-private.formstack.com,uploads/5593268/157766455/1256595379/157766455_just_feel_s88_approval_-_anthony_ngai.pdf,2024-08-19T04:39:36+00:00,263301
files-private.formstack.com,uploads/5593268/157766455/1256993975/157766455_certification_of_incorporation_wkcd_foundation_-_lilian_tse.pdf,2024-08-20T02:14:53+00:00,195681
files-private.formstack.com,uploads/5593268/157766455/1257035020/157766455_soel__2023_-_life_qa_study_group.pdf,2024-08-20T07:39:27+00:00,148438
files-private.formstack.com,uploads/5593268/157766455/1257036484/157766455_spga_certificate_of_incorporation_-_.pdf,2024-08-20T07:51:58+00:00,168692
files-private.formstack.com,uploads/5593268/157766455/1257453290/157766455_test.pdf,2024-08-21T03:15:54+00:00,29080
files-private.formstack.com,uploads/5593268/157766455/1259730118/157766455_testing.pdf,2024-08-28T03:50:14+00:00,33681
files-private.formstack.com,uploads/5593268/157766455/1281592725/157766455___ci_cert.pdf,2024-10-31T07:34:47+00:00,266007
files-private.formstack.com,uploads/5593268/157766455/1286258647/157766455_appendix_1._certificate_of_incorporation_hkskhwc.pdf,2024-11-13T07:58:58+00:00,85209
files-private.formstack.com,uploads/5593268/157766455/1286262442/157766455_appendix_1._certificate_of_incorporation_hkskhwc.pdf,2024-11-13T08:32:20+00:00,85209
files-private.formstack.com,uploads/5593268/157766455/1299406738/157766455_--certificate_of_incorporation.pdf,2024-12-22T13:39:11+00:00,67343
files-private.formstack.com,uploads/5593268/157766455/1299814533/157766455_.pdf,2024-12-24T10:03:40+00:00,77768
files-private.formstack.com,uploads/5593268/157766455/1301516292/157766455_.pdf,2025-01-02T15:22:50+00:00,39785
files-private.formstack.com,uploads/5593268/157766455/1304992943/157766455_11._imc.pdf,2025-01-14T01:53:54+00:00,119879
files-private.formstack.com,uploads/5593268/157766455/1305787060/157766455_11.ba.pdf,2025-01-16T08:49:53+00:00,922807
files-private.formstack.com,uploads/5593268/157766455/1306190041/157766455_11.ba.pdf,2025-01-17T07:44:01+00:00,922807
files-private.formstack.com,uploads/5593268/157766480/1184832919/157766480_1664532157527.pdf,2024-01-17T09:26:24+00:00,21187
files-private.formstack.com,uploads/5593268/157766480/1184834931/157766480_1664532157527.pdf,2024-01-17T09:43:15+00:00,21187
files-private.formstack.com,uploads/5593268/157766480/1188760210/157766480_sample_doc.pdf,2024-01-29T05:39:40+00:00,14000
files-private.formstack.com,uploads/5593268/157766480/1189193554/157766480_sample_doc.pdf,2024-01-30T08:57:14+00:00,14000
files-private.formstack.com,uploads/5593268/157766480/1190414926/157766480_donation_application_form_general_applicant_a01.pdf,2024-02-02T08:43:52+00:00,434268
files-private.formstack.com,uploads/5593268/157766480/1194388223/157766480_dhcf_pdf_sample.pdf,2024-02-14T10:13:02+00:00,13976
files-private.formstack.com,uploads/5593268/157766480/1201304240/157766480_whatsapp_image_2024-01-17_at_10.20.27.jpeg,2024-03-05T03:00:18+00:00,250938
files-private.formstack.com,uploads/5593268/157766480/1201304654/157766480_pngtreeunity_hand_gesture_three_hands_5374150.png,2024-03-05T03:02:22+00:00,211429
files-private.formstack.com,uploads/5593268/160180084/1230799248/160180084_upload_test.pdf,2024-05-31T10:28:14+00:00,9044
files-private.formstack.com,uploads/5593268/160180084/1234576627/160180084_project_fire_-_form_a_application.pdf,2024-06-12T07:20:49+00:00,347840
files-private.formstack.com,uploads/5593268/160180084/1234578556/160180084_dhcf_test_doc.docx,2024-06-12T07:38:13+00:00,12000
files-private.formstack.com,uploads/5593268/160180084/1234933584/160180084_registration_-_pmaa.pdf,2024-06-13T06:50:56+00:00,208572
files-private.formstack.com,uploads/5593268/160180084/1250569029/160180084_network_diagram_stage_for_on_site.pdf,2024-08-01T10:52:06+00:00,150099
files-private.formstack.com,uploads/5593268/160180084/1255380089/160180084_testing.pdf,2024-08-15T13:24:13+00:00,33681
files-private.formstack.com,uploads/5593268/160180084/1255387513/160180084_testing.pdf,2024-08-15T13:39:07+00:00,33681
files-private.formstack.com,uploads/5593268/160180084/1255453201/160180084_dhcf_test_pdf.pdf,2024-08-15T16:02:12+00:00,14171
files-private.formstack.com,uploads/5593268/160180084/1255462323/160180084_dhcf_test_pdf.pdf,2024-08-15T16:22:07+00:00,14171
files-private.formstack.com,uploads/5593268/160180084/1256595379/160180084_just_feel_s88_approval_-_anthony_ngai.pdf,2024-08-19T04:39:36+00:00,263301
files-private.formstack.com,uploads/5593268/160180084/1256993975/160180084_certification_of_incorporation_wkcd_foundation_-_lilian_tse.pdf,2024-08-20T02:14:53+00:00,195681
files-private.formstack.com,uploads/5593268/160180084/1257035020/160180084__section_88_certificate_-_life_qa_study_group.pdf,2024-08-20T07:39:27+00:00,236685
files-private.formstack.com,uploads/5593268/160180084/1257036484/160180084_spga_tax_exemption_certificate_-_.pdf,2024-08-20T07:51:59+00:00,469663
files-private.formstack.com,uploads/5593268/160180084/1257453290/160180084_test.pdf,2024-08-21T03:15:54+00:00,29080
files-private.formstack.com,uploads/5593268/160180084/1259730118/160180084_testing.pdf,2024-08-28T03:50:14+00:00,33681
files-private.formstack.com,uploads/5593268/160180084/1281592725/160180084_20210512_ird_br_exempt.pdf,2024-10-31T07:34:48+00:00,209209
files-private.formstack.com,uploads/5593268/160180084/1286258647/160180084_appendix_2._tax_exemption_certificate_hkskhwc.pdf,2024-11-13T07:58:59+00:00,469090
files-private.formstack.com,uploads/5593268/160180084/1286262442/160180084_appendix_2._tax_exemption_certificate_hkskhwc.pdf,2024-11-13T08:32:21+00:00,469090
files-private.formstack.com,uploads/5593268/160180084/1299406738/160180084_--ir88.pdf,2024-12-22T13:39:11+00:00,187005
files-private.formstack.com,uploads/5593268/160180084/1301516292/160180084_r88.pdf,2025-01-02T15:22:50+00:00,58279
files-private.formstack.com,uploads/5593268/160180084/1304992943/160180084_12._ird.pdf,2025-01-14T01:53:54+00:00,156869
files-private.formstack.com,uploads/5593268/160180084/1305787060/160180084_12.section88.pdf,2025-01-16T08:49:54+00:00,594959
files-private.formstack.com,uploads/5593268/160180084/1306190041/160180084_12.section88.pdf,2025-01-17T07:44:02+00:00,594959
files-private.formstack.com,uploads/5593268/160180085/1230799248/160180085_upload_test_doc.docx,2024-05-31T10:28:14+00:00,13199
files-private.formstack.com,uploads/5593268/160180085/1234576627/160180085_computer_and_laptop_number_for_dhcf.docx,2024-06-12T07:20:49+00:00,25391
files-private.formstack.com,uploads/5593268/160180085/1234578556/160180085_dhcf_test_doc.docx,2024-06-12T07:38:13+00:00,12000
files-private.formstack.com,uploads/5593268/160180085/1234932104/160180085_operational_expenses_-_pmaa.docx,2024-06-13T06:37:00+00:00,18801
files-private.formstack.com,uploads/5593268/160180085/1234933584/160180085_operational_expenses_-_pmaa.docx,2024-06-13T06:50:56+00:00,18801
files-private.formstack.com,uploads/5593268/160180085/1250569029/160180085_nf-innoscan_release_log_v1.21.docx,2024-08-01T10:52:07+00:00,573726
files-private.formstack.com,uploads/5593268/160180085/1255380089/160180085_testing.docx,2024-08-15T13:24:14+00:00,12245
files-private.formstack.com,uploads/5593268/160180085/1255387513/160180085_testing.docx,2024-08-15T13:39:07+00:00,12245
files-private.formstack.com,uploads/5593268/160180085/1255453201/160180085_dhcf_test_doc.docx,2024-08-15T16:02:12+00:00,12000
files-private.formstack.com,uploads/5593268/160180085/1255462323/160180085_dhcf_test_doc.docx,2024-08-15T16:22:07+00:00,12000
files-private.formstack.com,uploads/5593268/160180085/1256595379/160180085_acs_board_director_and_key_staff_names_-_vivica_xiong.docx,2024-08-19T04:39:37+00:00,13987
files-private.formstack.com,uploads/5593268/160180085/1256993975/160180085_acs_board_director_and_key_staff_names_-_vivica_xiong.docx,2024-08-20T02:14:54+00:00,13987
files-private.formstack.com,uploads/5593268/160180085/1257032756/160180085_11._bod_-_feia_ednovators.docx,2024-08-20T07:20:00+00:00,19189
files-private.formstack.com,uploads/5593268/160180085/1257033976/160180085_11._bod_-_feia_ednovators.docx,2024-08-20T07:30:57+00:00,19189
files-private.formstack.com,uploads/5593268/160180085/1257035020/160180085_board_of_directors_-_life_qa_study_group.docx,2024-08-20T07:39:27+00:00,18808
files-private.formstack.com,uploads/5593268/160180085/1257036484/160180085_spga_founding_member_board_members_-_.docx,2024-08-20T07:51:59+00:00,14133
files-private.formstack.com,uploads/5593268/160180085/1257453290/160180085_test.docx,2024-08-21T03:15:55+00:00,12296
files-private.formstack.com,uploads/5593268/160180085/1257869241/160180085_the_dhcf_scholarship_program_tc_scholars_final.docx,2024-08-22T07:07:16+00:00,69237
files-private.formstack.com,uploads/5593268/160180085/1257878021/160180085_the_dhcf_scholarship_program_tc_scholars_final.docx,2024-08-22T08:23:33+00:00,69237
files-private.formstack.com,uploads/5593268/160180085/1259730118/160180085_testing.docx,2024-08-28T03:50:14+00:00,12245
files-private.formstack.com,uploads/5593268/160180085/1281592725/160180085_bod_-_irene_lam.docx,2024-10-31T07:34:48+00:00,25637
files-private.formstack.com,uploads/5593268/160180085/1286258647/160180085_appendix_4._names_and_titles_of_current_members_founder_members_and_board_of_directors_hkskhwc.docx,2024-11-13T07:58:59+00:00,23265
files-private.formstack.com,uploads/5593268/160180085/1286262442/160180085_appendix_4._names_and_titles_of_current_members_founder_members_and_board_of_directors_hkskhwc.docx,2024-11-13T08:32:21+00:00,23265
files-private.formstack.com,uploads/5593268/160180085/1299406738/160180085_--.docx,2024-12-22T13:39:11+00:00,26885
files-private.formstack.com,uploads/5593268/160180085/1299814533/160180085_imc_manager_list_2024-25_v2.docx,2024-12-24T10:03:41+00:00,28076
files-private.formstack.com,uploads/5593268/160180085/1301516292/160180085_board_of_directors.docx,2025-01-02T15:22:50+00:00,16266
files-private.formstack.com,uploads/5593268/160180085/1304992943/160180085_14.__.docx,2025-01-14T01:53:55+00:00,14139
files-private.formstack.com,uploads/5593268/160180085/1305787060/160180085_14.2425_hksc_directors_list_v3_g.doc,2025-01-16T08:49:54+00:00,53248
files-private.formstack.com,uploads/5593268/160180085/1306190041/160180085_14.2425_hksc_directors_list_v3_g.doc,2025-01-17T07:44:02+00:00,53248
files-private.formstack.com,uploads/5593268/160180172/1230799248/160180172_upload_test_doc.docx,2024-05-31T10:28:14+00:00,13199
files-private.formstack.com,uploads/5593268/160180172/1234576627/160180172_computer_and_laptop_number_for_dhcf.docx,2024-06-12T07:20:50+00:00,25391
files-private.formstack.com,uploads/5593268/160180172/1234578556/160180172_dhcf_test_doc.docx,2024-06-12T07:38:13+00:00,12000
files-private.formstack.com,uploads/5593268/160180172/1234932104/160180172_structure_-_pmaa.docx,2024-06-13T06:37:00+00:00,22500
files-private.formstack.com,uploads/5593268/160180172/1234933584/160180172_structure_-_pmaa.docx,2024-06-13T06:50:56+00:00,22500
files-private.formstack.com,uploads/5593268/160180172/1250569029/160180172_nf-innoscan_release_log_v1.21.docx,2024-08-01T10:52:07+00:00,573726
files-private.formstack.com,uploads/5593268/160180172/1255380089/160180172_testing.docx,2024-08-15T13:24:14+00:00,12245
files-private.formstack.com,uploads/5593268/160180172/1255387513/160180172_testing.docx,2024-08-15T13:39:08+00:00,12245
files-private.formstack.com,uploads/5593268/160180172/1255453201/160180172_dhcf_test_doc.docx,2024-08-15T16:02:12+00:00,12000
files-private.formstack.com,uploads/5593268/160180172/1255462323/160180172_dhcf_test_doc.docx,2024-08-15T16:22:07+00:00,12000
files-private.formstack.com,uploads/5593268/160180172/1256595379/160180172_acs_board_director_and_key_staff_names_-_vivica_xiong.docx,2024-08-19T04:39:37+00:00,13987
files-private.formstack.com,uploads/5593268/160180172/1256993975/160180172_annual_report___link_-_anthony_ngai.docx,2024-08-20T02:14:54+00:00,12345
files-private.formstack.com,uploads/5593268/160180172/1257032756/160180172_11._bod_-_feia_ednovators.docx,2024-08-20T07:20:00+00:00,19189
files-private.formstack.com,uploads/5593268/160180172/1257033976/160180172_11._bod_-_feia_ednovators.docx,2024-08-20T07:30:57+00:00,19189
files-private.formstack.com,uploads/5593268/160180172/1257035020/160180172_executive_officer_chi_eng_-_life_qa_study_group.docx,2024-08-20T07:39:28+00:00,17963
files-private.formstack.com,uploads/5593268/160180172/1257036484/160180172_spga_abbesses_-_.docx,2024-08-20T07:51:59+00:00,20051
files-private.formstack.com,uploads/5593268/160180172/1257453290/160180172_test.docx,2024-08-21T03:15:55+00:00,12296
files-private.formstack.com,uploads/5593268/160180172/1257869241/160180172_the_dhcf_scholarship_program_tc_scholars_final.docx,2024-08-22T07:07:16+00:00,69237
files-private.formstack.com,uploads/5593268/160180172/1257878021/160180172_the_dhcf_scholarship_program_tc_scholars_final.docx,2024-08-22T08:23:34+00:00,69237
files-private.formstack.com,uploads/5593268/160180172/1259730118/160180172_testing.docx,2024-08-28T03:50:14+00:00,12245
files-private.formstack.com,uploads/5593268/160180172/1281592725/160180172_ed_-_irene_lam.docx,2024-10-31T07:34:48+00:00,19939
files-private.formstack.com,uploads/5593268/160180172/1286258647/160180172_appendix_5._full_name_and_title_of_chief_executive_officer_hkskhwc.docx,2024-11-13T07:58:59+00:00,15464
files-private.formstack.com,uploads/5593268/160180172/1286262442/160180172_appendix_5._full_name_and_title_of_chief_executive_officer_hkskhwc.docx,2024-11-13T08:32:21+00:00,15464
files-private.formstack.com,uploads/5593268/160180172/1299406738/160180172_execo_.docx,2024-12-22T13:39:11+00:00,22549
files-private.formstack.com,uploads/5593268/160180172/1299814533/160180172_imc_manager_list_2024-25_v2.docx,2024-12-24T10:03:41+00:00,28076
files-private.formstack.com,uploads/5593268/160180172/1301516292/160180172_principal_name.docx,2025-01-02T15:22:51+00:00,13613
files-private.formstack.com,uploads/5593268/160180172/1304992943/160180172_14.__.docx,2025-01-14T01:53:55+00:00,14139
files-private.formstack.com,uploads/5593268/160180172/1305787060/160180172_15.co-create_team.docx,2025-01-16T08:49:54+00:00,7693
files-private.formstack.com,uploads/5593268/160180172/1306190041/160180172_15.co-create_team.docx,2025-01-17T07:44:03+00:00,7693
files-private.formstack.com,uploads/5593268/160180179/1230799248/160180179_upload_test.pdf,2024-05-31T10:28:14+00:00,9044
files-private.formstack.com,uploads/5593268/160180179/1234576627/160180179_computer_and_laptop_number_for_dhcf.docx,2024-06-12T07:20:50+00:00,25391
files-private.formstack.com,uploads/5593268/160180179/1234578556/160180179_dhcf_test_pdf.pdf,2024-06-12T07:38:13+00:00,14171
files-private.formstack.com,uploads/5593268/160180179/1250569029/160180179_network_diagram_stage_for_on_site.pdf,2024-08-01T10:52:07+00:00,150099
files-private.formstack.com,uploads/5593268/160180179/1255380089/160180179_testing.pdf,2024-08-15T13:24:14+00:00,33681
files-private.formstack.com,uploads/5593268/160180179/1255387513/160180179_testing.pdf,2024-08-15T13:39:08+00:00,33681
files-private.formstack.com,uploads/5593268/160180179/1255453201/160180179_dhcf_test_pdf.pdf,2024-08-15T16:02:12+00:00,14171
files-private.formstack.com,uploads/5593268/160180179/1255462323/160180179_dhcf_test_pdf.pdf,2024-08-15T16:22:07+00:00,14171
files-private.formstack.com,uploads/5593268/160180179/1257033976/160180179_12._ed_-_feia_ednovators.pdf,2024-08-20T07:30:57+00:00,90438
